"gene_symbol","t"
"PIF1",4.65457368355043
"CUL9",4.65368606617676
"P4HA3",4.65259127707723
"LOC101928415",4.65181509295757
"MIR3918",4.65166065344241
"VEGFB",4.65164871680343
"GRM1",4.64961353469039
"FBXL7",4.64839412026284
"FAM86C1P",4.64819535722404
"ZFP64",4.64739695396004
"RAC2",4.64664877261164
"RNF150",4.64581452280213
"LOC101927609",4.64386442218058
"ZNF717",4.63998496113613
"BBC3",4.63801476464015
"SMS",4.63779404357455
"SLC16A6",4.63638178284561
"KIF9",4.63591924128243
"CCDC136",4.63428731824608
"LOC730101",4.63335367858327
"YPEL4",4.63226514159789
"NOTCH2",4.63191200820177
"GVQW3",4.62946517163432
"RBKS",4.62626768458415
"LINC00504",4.6240819097665
"SLC44A5",4.62226877891057
"ACD",4.62202407058102
"DCPS",4.6204793339393
"ARSA",4.61999351204166
"CSRP3-AS1",4.61761144043174
"PCSK6",4.61716811569363
"TRAF2",4.61715439308427
"HCG11",4.61658404338455
"HSPA1A",4.61211674455565
"FPGT-TNNI3K",4.6118878921169
"FBXO27",4.60879294976119
"GYS1",4.60735766134002
"HLA-DQB1",4.60460582668901
"TIGD6",4.6026403067498
"GPM6A",4.60092732179527
"LOC105376391",4.60014215948575
"PCDHB5",4.60002348228862
"MIATNB",4.59744243244117
"TET1",4.59680864558218
"TRNC",4.59617735778819
"PON3",4.59615559331136
"TFB1M",4.59603415274072
"LIN7B",4.59488531241922
"DOC2A",4.59446163280535
"SEPTIN7P13",4.5921844892645
"LRRC41",4.591544269335
"ZNF711",4.58903828333912
"NAT8L",4.58875123300367
"LOC105379499",4.58724876806165
"GGT1",4.58655920898035
"SNAI3-AS1",4.58655753951123
"PCED1A",4.58515422977898
"ZNF790-AS1",4.58223084178994
"AKNA",4.58146183775869
"GAL3ST3",4.58082979860824
"SPTBN4",4.57838246331908
"TOMM34",4.57817432145848
"SLC24A5",4.57657239283534
"ANKS3",4.57656230730253
"MB",4.57635133137919
"ARHGAP17",4.5753206400578
"LOC105370573",4.57371319130281
"MAN2C1",4.57299443041263
"DLK2",4.57127043990292
"RAPSN",4.5671752384611
"ZNF19",4.56707473381108
"AGAP7P",4.56636644603309
"LYPLAL1-DT",4.56510555704003
"LOC729291",4.56096871273875
"LOC101929457",4.55827535050345
"ELAPOR1",4.55747047145112
"MTARC2",4.55515905641299
"ARF4-AS1",4.55430322958761
"PGAP4",4.55173026823201
"WNT11",4.5472397979551
"SEPSECS-AS1",4.54654695892403
"HSF4",4.54624234285001
"OR2A9P",4.54613182148697
"FAM88B",4.5456669834272
"SNORD141A",4.54389686007566
"LOC112268182",4.5428556793434
"HAPLN3",4.54150965855125
"SEMA6A",4.54115467736589
"MIAT",4.54066842153406
"ZNF211",4.54024536235667
"ZNF763",4.53689723762662
"LOC107985251",4.53629743034063
"SULT1A1",4.53456305142035
"LYL1",4.52861299778159
"AMN",4.52826555210268
"MPO",4.52766401321283
"HIRIP3",4.52654730938923
"SWI5",4.52592332806343
"DIPK1C",4.52591251662065
"SRRM5",4.52587476202055
"SLC22A18",4.52188302778313
"NBPF25P",4.52107785018992
"CACNB4",4.51851191756524
"NAP1L5",4.51527706793079
"SVIL",4.51526037706295
"HLA-H",4.51471447172909
"STK38L",4.51403526334717
"LINC00515",4.51273093482158
"ADAP1",4.51241148824924
"KRTAP5-1",4.50975182593196
"PTPN7",4.50872666325795
"OLFML2B",4.50773932308239
"PABPC1L",4.50460432549704
"PRKCA",4.50223431940144
"TRNA",4.50054484935029
"COA5",4.49982225562155
"WDR54",4.49916372179712
"IL17RE",4.4991325497817
"MYH7",4.49711226452425
"HCAR2",4.49613309704093
"PDLIM2",4.49345113791575
"IFI35",4.49201726145083
"WARS2-AS1",4.49187947297475
"MIR637",4.49147725652079
"KIAA1614-AS1",4.48878526016953
"RBFA",4.48854587273142
"NET1",4.48784707571837
"NOP53-AS1",4.48713810456582
"C19orf73",4.48425781588639
"ATP5MGL",4.48309144941467
"TMC8",4.48297764397096
"TBCC",4.48292664235613
"FBXL20",4.48194676214316
"RHBDL1",4.48170504384042
"PTPRZ1",4.48083113420076
"TF",4.47640025442764
"PPFIBP2",4.4759619894126
"SUGCT",4.47504537803682
"INAFM1",4.46994159610863
"SPOCK2",4.46985166040276
"TSR2",4.46692139919111
"NHSL2",4.46665058229384
"SF3B4",4.46476356281526
"FKBP10",4.46385420677829
"FST",4.46188542008504
"ISY1-RAB43",4.46149748711338
"ZNF528-AS1",4.46023877319882
"PAF1",4.45905271054412
"LOC107986095",4.45809166831004
"PBXIP1",4.45655594682651
"CILK1",4.45558404398312
"KIAA0319L",4.44980314312453
"DNAJB2",4.44851823812555
"SYF2",4.44847820856041
"NECAB3",4.44787971727544
"ANKRD23",4.44741474833238
"DAP",4.4473078046383
"PPP1R26",4.44603456760363
"MLLT6",4.44235769412012
"POLL",4.44111107236386
"ZNF624",4.44078016701281
"PLEKHG4",4.44014172682737
"MGMT",4.4401075490842
"IRF2BP2",4.44002345774457
"ZNF544",4.4395188817444
"LOC105373968",4.43887489331946
"AKIP1",4.43870492200001
"PMS2P9",4.43822896670277
"LOC107985524",4.4370777450434
"PAK4",4.4369668876957
"BCHE",4.4359857947027
"CNTROB",4.43512967811137
"EIF2B5-DT",4.43337783512237
"CARD14",4.43127809455281
"IDS2",4.43078068703379
"CAND2",4.42813347769972
"CD72",4.42726467688207
"ATPSCKMT",4.42380970513614
"RCE1",4.42369493695554
"GDPGP1",4.42198421990945
"PPP1CB-DT",4.42056371528397
"RNF170",4.42055367233888
"LOC105369458",4.41753080818017
"YPEL2",4.41735232381387
"ZNF704",4.41674538308088
"CFAP58",4.4164233942055
"CLK2",4.41587033322319
"MAGEE1",4.4157344330058
"ARMC5",4.41531497634565
"PGAM4",4.41458159736092
"RECQL5",4.41419491039708
"LLGL1",4.41234236461419
"LGI4",4.40933603357432
"KRT80",4.40830276692592
"ME3-DT",4.40713214927658
"LOC100506235",4.40631902748147
"TRIM6-TRIM34",4.40255936824247
"GABRA4",4.40204867116224
"CFH",4.3980937828817
"LURAP1L",4.39760753400104
"PKLR",4.39419287978468
"CLEC2D",4.39188579751166
"ADHFE1",4.39165718122701
"TCF7",4.38926653583782
"CYP27C1",4.38896624641643
"BORCS8-MEF2B",4.38884991789672
"MMP17",4.38428625302073
"ZNF500",4.38386423258501
"PPIE",4.38372956781923
"TUBG2",4.37930338448427
"PYGO2",4.37909961777492
"ZNF16",4.37803519233698
"OXA1L",4.37737792049945
"SAMD13",4.37689936395618
"GADD45G",4.37673749840243
"MRPS30-DT",4.37663324563544
"PXYLP1",4.37589799502755
"ZDHHC15",4.37274028869127
"EIF3F",4.37174882240961
"SYNDIG1",4.37156135393829
"LOC101929280",4.36942127989439
"DYNLL2",4.36842310302213
"RING1",4.36612545975741
"CHAC1",4.36465263527079
"DPM1",4.36462208960767
"GNPDA1",4.36454427586789
"LOC105379243",4.36201468774983
"RPS18P9",4.36190615011744
"LOC105376074",4.36070656463261
"CHAD",4.35893837463056
"LENG8",4.35889350804812
"CASP16P",4.35823027979812
"JDP2-AS1",4.35569288096132
"ZNF460-AS1",4.35515551258413
"LOC105373957",4.3512081606046
"TONSL",4.35113428670559
"IRF3",4.35062366338755
"SLC25A5",4.35017113603934
"FAM86B3P",4.34917212844455
"NAGS",4.34906285576332
"POC5",4.34898123705866
"SMIM10L2A",4.34850610173949
"TIAF1",4.34848417353536
"N4BP2L1",4.34797836425446
"HIC1",4.34714752725123
"ZNF18",4.34635208296804
"DAPP1",4.34449430698454
"LOC102723475",4.34120418970438
"MPL",4.3389684744365
"LOC107984895",4.33873084481771
"FAM218A",4.33748584817773
"COX7A2L",4.33298826985902
"UACA",4.33227982772237
"LOC107985230",4.33135111069424
"GPR162",4.32964100356393
"BOD1",4.32890485041711
"LOC112268187",4.32883561308703
"MAEL",4.32826593074505
"POLR2G",4.32777895914032
"FAM66D",4.32736252851029
"RGL2",4.32488736921454
"PRR3",4.32421985758513
"NPIPB2",4.32153445396552
"TMEM218",4.3210065032634
"GID8",4.32082545206201
"TNNI3K",4.32041487809439
"CA9",4.31899162447529
"FN3K",4.31852802112805
"NIBAN1",4.31736337351543
"C2orf76",4.31519660162872
"RIPK2-DT",4.31500305301083
"OR2A20P",4.31491005301485
"RABGAP1L-DT",4.31469559164054
"SEMA6C",4.31431572545189
"LOC100507351",4.3140311886594
"NPY5R",4.31335711847047
"TNFRSF11B",4.31234910434979
"LOXL3",4.31028666903401
"PALD1",4.31016377840997
"RPGRIP1L",4.30944965229499
"EBF3",4.30846206885928
"DHX34",4.30790312438085
"USP19",4.30598514196038
"TRAPPC2",4.30542657618356
"COMMD6",4.29951918771787
"TSC22D2",4.29947977234201
"CCDC169-SOHLH2",4.2965840007742
"SAP18",4.2953761029374
"EEFSEC",4.29527755763676
"ZFP69B",4.29366551231867
"HABP2",4.28717938524768
"ECHS1",4.28603594216072
"PPM1F",4.28552735020611
"CCHCR1",4.28288088899053
"PLCG2",4.2828548422965
"FAM43B",4.28252623044028
"LOC107984561",4.28159567036005
"LOC101928669",4.28144545728778
"TMEM143",4.28025878955343
"LOC112268238",4.28007395490856
"LINC01232",4.27975582199763
"COL6A2",4.27916644439439
"USP27X-DT",4.27829757465366
"MRPL40",4.27807757430516
"TRPC6",4.27523720656963
"CZIB",4.27434807659719
"LOC107985400",4.27174337311351
"LINC00888",4.26954486233655
"CDR2",4.26810511280365
"FAT3",4.26801933655029
"ARSG",4.26690362632436
"CLDND2",4.26508901577919
"LOC105370249",4.26456798382673
"LRRC27",4.26451176531702
"FOLH1",4.26356744377948
"MCOLN2",4.26285443220534
"MAN1B1",4.26263477802069
"SKA2",4.26148220537747
"RELL2",4.26132751049726
"NFRKB",4.26063442410163
"OGG1",4.26054839399325
"ANP32E",4.25951178740085
"LINC01002",4.25949627705534
"GNG3",4.25858167947779
"LINC02941",4.2555990377532
"C16orf54",4.25556607230278
"OGFOD3",4.25477649237306
"FGFR2",4.2547353355435
"LGALSL",4.25386501377182
"TMEM94",4.25327321080703
"LOC105375798",4.25104457358638
"RNF214",4.24956085955454
"LOC112268189",4.24951472193941
"LOC101927189",4.24781799059368
"PIK3CD",4.24437463341234
"GHDC",4.24425053067161
"MSRB2",4.24161575293325
"PLCH1",4.24051890948121
"TNFRSF8",4.23851399767122
"BCKDHA",4.23826331740492
"DDX28",4.23754279188103
"ZNF429",4.23670313327615
"LOC107984293",4.23608009027751
"HEXA",4.23571232506539
"ZNF362",4.23362952884027
"DOCK10",4.23307588936654
"OTUD1",4.23306254401027
"RBM10",4.23242613356307
"PRPF6",4.23227991494274
"DDX17",4.23178250160862
"SUDS3",4.23177888124087
"MIR6891",4.2309540342951
"SCARF1",4.22671581201981
"URGCP",4.21990913365168
"AHSA2P",4.21937083957612
"GLIPR2",4.21905014819892
"HEXIM2",4.21609529252415
"MAP4K3-DT",4.21511453618368
"TPSAB1",4.21456902997694
"MIB2",4.21439262393012
"SMIM10L2B",4.21367531746024
"ACP5",4.21335997898531
"ZNF418",4.2110946168586
"HELZ2",4.21031193200607
"HSPB8",4.20907008906933
"SLC2A4RG",4.20635881338568
"SCARB1",4.20348602821348
"LOC400627",4.20334631156727
"LOC107983985",4.20217881200804
"TMLHE-AS1",4.20051324778737
"CAVIN3",4.19995912611469
"IGKV1D-39",4.19897898630032
"D2HGDH",4.19893780023092
"SLC44A2",4.1983888689001
"CCS",4.19552854349245
"ANXA6",4.19485848995305
"PTGES",4.19458782585352
"ATP1A4",4.19255370481104
"CD47",4.1912885335073
"LINC00265",4.19109035406052
"BHLHE22",4.19051832975423
"ZNF273",4.18941510368208
"AKAP17A",4.18795437680438
"HEY1",4.187642011627
"CHERP",4.18760784736206
"LINC00467",4.18711026315537
"THSD1",4.18683020032109
"PDLIM7",4.18671778909044
"COQ4",4.1824492628983
"LINC02453",4.18225937794688
"LOC728715",4.1820634446736
"SLC23A3",4.18172909956525
"IL33",4.18132408288608
"SLC27A1",4.1804065964944
"PKD1L1",4.18025694521583
"CAMTA1-DT",4.1788866762132
"FCRLB",4.1784128493382
"EIF3CL",4.17587978329357
"IRF7",4.17584032452543
"STKLD1",4.17560209727885
"TTLL7",4.16836446294868
"LXN",4.16587100167203
"PLCD1",4.16573951248599
"OFD1",4.16548885297364
"ABO",4.16506023195792
"CHTF18",4.16399247837375
"CCDC170",4.16304475107095
"KLHDC4",4.16238821361769
"BEND3",4.16078169355081
"NLRX1",4.15988518766531
"ZNF483",4.15556291451591
"KIF25",4.15349852695575
"CRYBB2P1",4.15339214376855
"HTRA3",4.15213205150989
"CBR3",4.15074627204867
"ADCY2",4.15017608940333
"PPIL2",4.15009313510274
"MATN1-AS1",4.14965101392134
"DPY19L3-DT",4.14871208389069
"NFATC2",4.1481975989291
"PTGIR",4.14740673242785
"CRIP3",4.14471610430789
"LINC02939",4.1436219450516
"CEMP1",4.14199516056356
"ARMCX4",4.14194368294647
"DCBLD2",4.14169202668798
"LRP5",4.14129038880516
"AMOTL1",4.14117894928704
"HAS2-AS1",4.13920770333544
"LIVAR",4.13785186712816
"TTC34",4.13755733902035
"LOC100507634",4.1356480578861
"FSTL3",4.13528127493899
"HSPB1",4.1349507601365
"BCDIN3D",4.13484121015072
"LOC112268463",4.13384883072144
"MIR4435-2HG",4.13216917504996
"ZBTB47",4.13097913778826
"ZNF692",4.12990159660652
"SLC9A3",4.12978127665517
"FHIP2B",4.12975700559013
"LOC112268246",4.12822852054472
"SART3",4.12713156963643
"JMJD7-PLA2G4B",4.12655629548114
"LOC105375116",4.12617226324162
"GLE1",4.12607545392388
"PSMA3-AS1",4.12566643315127
"SLC9A3-AS1",4.12542861833692
"HOMER3",4.12441462017185
"ZNF580",4.12232826571154
"CCBE1",4.12177791505231
"PCIF1",4.12159417590365
"TTLL13",4.11997442405279
"LOC101927830",4.11834567058675
"PATL2",4.11815335552572
"LRRC47",4.11561063693371
"LOC107987118",4.11534267435717
"ANGPTL2",4.11153051419686
"CYTH2",4.11054021980397
"ANP32C",4.10819866179267
"CFDP1",4.10775330594596
"TRIM39",4.10586565356041
"FOXO6",4.1058091545768
"STAG3L5P-PVRIG2P-PILRB",4.10543053348992
"METRN",4.10462481935231
"RMST",4.10099919875824
"ATF6B",4.10061376431419
"LOC107986195",4.10031915879504
"LOC107984878",4.09728299104155
"ZFTA",4.09665386638045
"RUNX1",4.09650817694164
"TMC6",4.09573928048859
"E2F1",4.094703850548
"ZNF696",4.09289652016196
"PLEKHG4B",4.09225209103896
"AGBL5",4.09170041428249
"MYOM1",4.09102193174941
"FUT2",4.09090900287058
"PLXNB2",4.08640668735401
"SYMPK",4.08605360533143
"FOXC2",4.08527046058285
"ULK4",4.08523435187393
"NSUN6",4.08481646198415
"CROCCP2",4.08434362641777
"LOC105377399",4.08317434074241
"PLEKHA2",4.08125925119269
"LRRC38",4.08121592786636
"ANKRD19P",4.08045838461218
"ENTPD3",4.07851060755089
"MAML3",4.07654365237175
"SLC5A7",4.07552495263498
"MELTF",4.07461678954908
"CAPS",4.07389521001142
"EIF3C",4.07300143906848
"GUCA1B",4.07299952996523
"CRYL1",4.07270109321356
"NKAPP1",4.0705684391089
"SAMD11",4.06945221176451
"HDGFL2",4.06791955289128
"LOC101927401",4.06584814523482
"LINC02982",4.06446274146538
"ELP2",4.06433601727272
"PTGIS",4.06300919506179
"UBL7",4.0593908672302
"KBTBD12",4.05855332488424
"IGIP",4.05840106565263
"ZNF512B",4.05545578697252
"MBOAT7",4.05535189714814
"BRD9",4.05498392481972
"ARAP1",4.0546664561361
"TPTEP2",4.0539499473993
"PPP1R32",4.05365939498005
"MSH4",4.05349363976134
"DUSP5",4.05347869758642
"AGO1",4.05317905809681
"BCL2A1",4.05234944306872
"COPG2IT1",4.05214883013227
"HUNK",4.05144126891523
"WDFY3-AS2",4.05094913276892
"LINC00487",4.04957863627888
"PMS2",4.04851389246835
"PKP3",4.04719435942857
"LAG3",4.04667889825203
"ZNF428",4.04666500190456
"SSR4P1",4.04587026407491
"RHBDF1",4.04537940962421
"METTL24",4.04389152350458
"ZNF514",4.04345450893075
"NBPF14",4.04339896103648
"PCDHGA10",4.04334639907319
"LINC01271",4.0422469838995
"LINC00938",4.0385522296044
"EHBP1L1",4.03568771743794
"CDC42EP5",4.03438685977711
"TIAM2",4.03413573357169
"TMCC2",4.03405722264103
"PRCP",4.03326165718576
"TBXA2R",4.03303771935894
"PLCG1",4.03252588767532
"PARP16",4.03015618549045
"PDGFD",4.03009462218201
"UBE2CP5",4.02714326820401
"LOC100134317",4.02684802393238
"MSH2",4.02618049362171
"DNAJB1",4.02553466735466
"LOC101929018",4.0239868173772
"RPL35A",4.02376461094912
"ILDR2",4.0225566790211
"RALY-AS1",4.01995963135074
"ALDH3A2",4.01957925861032
"PARP8",4.01871491762664
"RCOR2",4.01838048866967
"PMS2P5",4.01812834016818
"LOC105371493",4.01790316206707
"MIDEAS-AS1",4.01747637444436
"LOC101448202",4.01725205784245
"CDK10",4.0153474591282
"ZSWIM9",4.01478412280454
"PLAC9",4.01062057776232
"LINC01341",4.01001648324209
"HYDIN2",4.00991085431046
"ST6GALNAC4",4.00819311088296
"FAM86JP",4.00737224070812
"TRNY",4.00663678716492
"TMEM242",4.00605875393359
"FAAH2",4.00512481822019
"POU2AF1",4.00094731238509
"ITGA4",3.99987166299379
"ADAMTS9-AS2",3.99945927066084
"NFKBIE",3.99758681470441
"PKIG",3.99742739121993
"ZNF408",3.99714334681601
"KCNE1",3.99704655360389
"SV2C",3.99669627457245
"LINC00390",3.99391220342675
"ESRP1",3.99335378910264
"COPS7A",3.99315122149116
"GAMT",3.99307184732564
"CCSAP",3.99015811319578
"LOC100506289",3.98984197789642
"LIMA1",3.98948482983171
"PEX10",3.98798608477361
"CDH24",3.98540024445259
"RRBP1",3.98530636567172
"PHLDB1",3.98494403891078
"AARSD1",3.98426975695831
"GTF2A1-AS1",3.98414492844538
"NR0B2",3.98003198612195
"HDAC9",3.97979898396683
"LOC102723911",3.97846672773925
"EXOC2",3.97825281029096
"DOK6",3.97737964978588
"EXD3",3.9767613575482
"PRG4",3.97525485940742
"NOP53",3.97486142674836
"C21orf62",3.97387875757903
"GLIS2",3.97332744954095
"SHISA5",3.97037238245417
"PCDHGA2",3.96929727068119
"SOX9-AS1",3.96914921818479
"C11orf21",3.96906390841996
"CRIM1-DT",3.96892104947516
"KCNMB1",3.96874459831416
"RYR3",3.96677367088511
"KLF2",3.96608469481858
"LINC02897",3.96507085093738
"BEX3",3.9641668846973
"HCST",3.9641555319526
"ARHGEF7-AS2",3.96388348765436
"HLA-DQA2",3.96196872264619
"RNR2",3.96073849333147
"TPSB2",3.96068371662399
"UBTF",3.95791049019447
"ANKRD20A12P",3.95695673233798
"CROCC",3.95479142076548
"MAPK8IP1",3.95420674713433
"GSDMD",3.95245760467757
"LINC01372",3.95097836348825
"CSTPP1",3.95054656765146
"C22orf39",3.95048281453978
"PMS2P3",3.94970313834263
"ATPAF2",3.94844147140267
"PRKCQ-AS1",3.94766491715396
"MYO18B",3.94546777188324
"DEFA1",3.94505997809129
"GRAP",3.94246702975749
"SERPINF1",3.94086430099863
"THAP7-AS1",3.93975727842334
"ZNF76",3.93917823552617
"CNOT11",3.93737809146619
"TCFL5",3.93716782046225
"LOC105376025",3.9364410469652
"ND6",3.93471701032626
"SUZ12P1",3.93265326539967
"UNC13D",3.93024044788714
"DIDO1",3.92994503081302
"CERS4",3.92772333957793
"VIM",3.9276508121648
"NENF",3.92709424890244
"LOC107986652",3.9263187851133
"MXRA7",3.92496926871192
"SH3GL2",3.92453475302804
"LOC107986152",3.92229107576163
"ISLR2",3.92219047219363
"TSSC2",3.92069785706914
"CPED1",3.92036828813369
"GOT2",3.91942680051341
"ADPRS",3.91895437653578
"LAMB2P1",3.91839271593255
"CDAN1",3.9144763449882
"LOC105372300",3.91373581360397
"LOC441239",3.9136361806814
"RFNG",3.91358248486884
"CCDC197",3.91318337649613
"CLEC18A",3.9115835952655
"STX16-NPEPL1",3.91031170225335
"NPIPA2",3.90911748729981
"ITIH4",3.9082512794501
"IPO9-AS1",3.90820918735868
"LOC105373334",3.90681468243798
"BCAM",3.90634667795119
"SGCA",3.90595414553894
"OPRL1",3.90589425314369
"CCND2-AS1",3.90477266324523
"MZB1",3.90125143749248
"CKAP4",3.90088771043492
"FBLN5",3.90061783108902
"TSC2",3.90003078850769
"DUXAP8",3.89716848017108
"LINC02500",3.89463407864533
"FAM193B",3.89002461237317
"DDX51",3.88985746336902
"LINC01569",3.88903221716065
"CCT6P3",3.88595755211072
"GBAP1",3.88586953022326
"PRR5",3.88427609586705
"RAB28",3.88411857236302
"MSANTD1",3.8833970658997
"LOC105371912",3.88309323250571
"MYH15",3.88130240898095
"SLF2",3.88128450704603
"LINC01936",3.88110203915921
"TMCC1-DT",3.88098894470934
"IDI2",3.88094845009281
"SNRPN",3.88086292884084
"COPG1",3.88010216955542
"CKLF",3.87641274949578
"RGS10",3.87613978404328
"RNFT1-DT",3.87267008322351
"GSTO2",3.87228206172612
"LOC284412",3.87149163842267
"FLJ42969",3.87095263184732
"PTPN21",3.8708995802943
"FGFR3",3.86976420353356
"GNG2",3.86895082113048
"COL9A3",3.86522119945147
"PRPF19-DT",3.86374773144753
"SIRPA",3.8634165155364
"LOC100287846",3.86340985828272
"RNU7-1",3.86207535184988
"MTA3",3.86183739431733
"NDRG1",3.86174452531059
"SERPINC1",3.86168001706422
"LOC105373608",3.85913779746859
"ALDH1A1",3.85845606419201
"TMEM91",3.85781517095991
"SH3GLB2",3.85634525298485
"SNORD104",3.85124377473422
"TAF10",3.84857063132265
"VSTM4",3.84763348364849
"HDAC3",3.84706707454498
"TUBA1A",3.84699983531415
"ECHDC2",3.84481804777393
"LRP3",3.84378364543391
"C5orf46",3.84374480409613
"PLD3",3.84317220546515
"WDR90",3.84295027520458
"BLOC1S3",3.84281033280713
"YPEL3-DT",3.84175313089419
"DNAH1",3.84122071476061
"LOC105376020",3.84090522325037
"NKD2",3.84009375451164
"FBXO40",3.83847348595534
"TBC1D22A",3.8379250573284
"IRF2BP1",3.83478886824443
"SELENOH",3.83351865610857
"FLJ39095",3.83345275846403
"GRIN2D",3.83288552816355
"C6orf163",3.83260265625257
"ZNF793",3.83209794302976
"ZSCAN2",3.83140232765706
"GNG12-AS1",3.83109975161008
"RADIL",3.83057259938228
"KIF13B",3.83049136848836
"ZNF334",3.82871907367993
"CCSER1",3.82833399893859
"CIT",3.8258541729774
"ELOVL4",3.82583452004449
"NPEPL1",3.82558574873763
"SLN",3.8252443615692
"CCDC97",3.82267731739545
"ZNF311",3.82267083324405
"PCBP2",3.82213323512861
"PMM1",3.82050543965882
"SHISA8",3.81990463148383
"LOC105372273",3.81946136081556
"GP1BB",3.81622409445469
"FZD8",3.81563364050927
"RNF212",3.81510504300179
"PGGHG",3.81384086637777
"ZNF268",3.81366476273945
"PROS1",3.81230177550061
"EZH1",3.81028605062095
"ST3GAL3",3.80909823958095
"LOC102723594",3.80687270158808
"ZNF534",3.80398506004239
"LOC101926935",3.80336330115624
"LOC105374280",3.80174941554823
"CAVIN2-AS1",3.80161163512796
"LGALS4",3.79919605374815
"MAGI1",3.79721063092364
"LINC00910",3.79663255034449
"MRNIP-DT",3.79659329368233
"ANKS6",3.79477256979312
"HES7",3.79393925759091
"EEF1G",3.79356880097416
"ITGA8",3.79318143722664
"CHKB-CPT1B",3.79257380618835
"DENND1C",3.7913044210123
"EVA1B",3.78757886421567
"LINC01697",3.7871667900469
"LOC107985911",3.78540533362218
"SNHG25",3.78505250736917
"LOXL4",3.78484392071216
"AZIN1",3.78375145772416
"DCTN1",3.78366218301809
"SAP130",3.78358473977664
"GNAL",3.78253303550139
"RTN1",3.78237517621216
"TDRD3",3.78231729897624
"VAMP1",3.7821993234131
"C16orf86",3.78135009625572
"LINC02881",3.78118568259504
"HYDIN",3.78084078117241
"FLJ42627",3.78056515291994
"BORCS8",3.77927394509362
"MRPL16",3.77768567485168
"PDZD7",3.77758499658629
"WNK4",3.77658427492024
"ABCA3",3.77640042455426
"NIPBL-DT",3.77609818934954
"IK",3.77573737272744
"C2orf74-DT",3.77531346290151
"ATP6AP1-DT",3.77446196114917
"MEF2C",3.77434821476549
"EVC2",3.77320479054699
"LOC100287467",3.77318044762092
"GDAP1",3.7730994360306
"PTPRF",3.77291708874343
"UBE2Q2P13",3.7725543305703
"COL6A1",3.77228907324577
"LOC101929657",3.77208877689263
"UPK3BL1",3.76972454637579
"PRH1",3.76958817714211
"PCDHGA4",3.76888588616881
"ANKRD16",3.7682158677966
"JCHAIN",3.7681472171262
"H1-10-AS1",3.76765490304692
"RPTOR",3.76682876545153
"FRMD3",3.7658543357505
"SIX5",3.76535881665632
"TMEM240",3.76528252525213
"LOC154761",3.76387323049349
"MIR133A1",3.76365268786143
"ACAN",3.76362972521519
"UCK2",3.7620967017791
"PDGFA-DT",3.76135234752093
"LINC02926",3.75959236686265
"COLEC12",3.75739979596996
"LOC112268423",3.75738089021878
"HAUS7",3.75725827188085
"LRRC37B",3.7559057294951
"TPTEP2-CSNK1E",3.75436014773297
"NPTXR",3.75305804072054
"ATG14",3.75287551523057
"WDR86",3.75231930578587
"ASPHD1",3.7518635032275
"ZNF830",3.75110129021721
"HEATR6",3.74959853005024
"LOC100289495",3.74820910082688
"CD160",3.74799338181831
"TCF25",3.74479147179406
"ZNF843",3.74378706349057
"MICAL2",3.7429290467321
"SRD5A1",3.74189678378009
"C11orf68",3.74100066339088
"NR3C1",3.74058840743573
"IQCE",3.74037052840273
"MAP4K2",3.73990419088647
"SPIRE2",3.73978063040225
"ARFGEF3",3.73673895618678
"PRRT4",3.73669860179207
"PAXIP1-DT",3.73542257962245
"NPIPB9",3.73071362394669
"TMEM219",3.73057104499139
"SEPTIN11",3.72993696311417
"PRR4",3.72914521153933
"ILK",3.72786658291056
"CLDN1",3.72215050418396
"RELL1",3.72199522083887
"SETDB2-PHF11",3.72139294047807
"SOHLH2",3.72070250431852
"LOC642846",3.72061130253996
"GPX7",3.72043306318971
"MROH7",3.71999734847059
"ODF2",3.71984221376466
"QTRT1",3.71758324694258
"NRF1",3.71682863730592
"TSPAN4",3.71529972485872
"HSPA1B",3.71364733395788
"ARMC7",3.71246424296653
"RNF187",3.71185234116195
"LOC107985568",3.71072419306923
"DHX32",3.7101409953405
"DECR2",3.71013458955513
"SVBP",3.70567146507345
"DERPC",3.70565741205156
"CHTF8",3.70477053688368
"PCDHGA12",3.70379457936795
"ABHD16B",3.70332117841426
"HDAC11",3.70178561955866
"HSD3B7",3.70160297942317
"DSEL",3.70086459349379
"GOLGA8J",3.70079407850637
"TOLLIP-DT",3.70016232153869
"GPR141",3.69975582624683
"LOC102723575",3.6995861138382
"TSNARE1",3.69842869037248
"LOC107984029",3.69825715540244
"ANKRD65",3.69773495111789
"CAPN12",3.69767485537602
"SLC66A3",3.69700782273487
"SUMF1",3.69683534095613
"LOC101927522",3.69683373400239
"RPL23AP82",3.69674091876179
"SNHG22",3.69516099623077
"ZNF470",3.69295117053138
"C9orf85",3.69187881121084
"FCGRT",3.68960712721286
"CLTRN",3.6872990875892
"SNURF",3.68617292486774
"DGKE",3.68612743048299
"STIM2-AS1",3.68610031989975
"GYS2",3.68445374928779
"NOX4",3.68278604587155
"RGS6",3.68258641400597
"AMY2B",3.6824819063193
"FXYD6-FXYD2",3.67775517894474
"CYTH3",3.6773527208978
"SGTA",3.67722214863772
"FOXD2-AS1",3.67457627784285
"MAGOHB",3.67429458845573
"MAMDC4",3.67368874679055
"TOB2P1",3.67083967819808
"HLTF",3.67065551460421
"LINC00665",3.670548891836
"LINC03007",3.67049516322413
"KAZN",3.6681532636261
"C1orf74",3.66709883693521
